title,variant,price,imgUrl,link,l1,l2,inviteId,modelId,final_1688_link,price judge,update date,itemid,最大价格,tag,共有model数,l3
Shigetsu HONJO 男士真皮折叠钱包，带翻盖口袋，简约对折卡包,黑色的,3.33,https://cf.shopee.ph/file/ph-11134201-7rasc-m2hyiwdtuttud6,http://shopee.ph/product/174297992/2960767896,男包,钱包,IVCN2026091819671,55614535237 ,https://detail.1688.com/offer/627306210676.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i4&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,,2026/9/18,2960767896,,,1,双折&三折钱包
David Jones Paris 男士腰包 涤纶,黑色的,16.15,https://cf.shopee.com.my/file/8679f494a4e28dc14ebbf6f14601c139,http://shopee.com.my/product/14372828/2968199662,男包,腰包&胸包,IVCN2026061844784,55950336797 ,https://detail.1688.com/offer/627202134291.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,,2026/9/18,2968199662,,,1,
Mark Ryden 男士大号斜挎包，可装13.3英寸笔记本电脑,黑色的,74.99,https://cf.shopee.ph/file/30182080e5461c5220ef731cb18fedfd,http://shopee.ph/product/338883177/3567842821,男包,斜挎&单肩包,IVCN2026082810947,80149608661 ,https://detail.1688.com/offer/631620059493.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i6&source=action%23offerItem%3Borigin%23cf.shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,,2026/9/18,3567842821,,,1,
【可立即发货】Caseharden 男士钱包。,包含盒子和丝带。,7.8,https://cf.shopee.co.th/file/th-11134207-81ztg-mkd8mzlvvev985,http://shopee.co.th/product/1360887/4293732273,男包,钱包,IVCN202606250020,235476098784 ,https://detail.1688.com/offer/988107721899.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i15&source=action%23offerItem%3Borigin%23shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,,2026/9/18,4293732273,,,1,双折&三折钱包
Balo CAMELIA BRAND® 基础款背包,黑色的,8.8,https://cf.shopee.vn/file/363c8beae2e2e46d6c23792aac783e11,http://shopee.vn/product/233235070/4718651905,男包,背包,IVCN2026072312191,14122635252 ,https://detail.1688.com/offer/733270730771.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,,2026/9/18,4718651905,,,6,
Balo CAMELIA BRAND® 基础款背包,奶油,8.5,https://cf.shopee.vn/file/vn-11134207-7ra0g-m6oy6zxii1y093,http://shopee.vn/product/233235070/4718651905,男包,背包,IVCN2026072312191,198249798477 ,https://detail.1688.com/offer/795236700950.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,,2026/9/18,4718651905,,,6,
Balo CAMELIA BRAND® 基础款背包,灰色的,8.8,https://cf.shopee.vn/file/bdb128041722910bd5c7b7d6d999d56b,http://shopee.vn/product/233235070/4718651905,男包,背包,IVCN2026072312191,14122635253 ,https://detail.1688.com/offer/733270730771.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,,2026/9/18,4718651905,,,6,
Balo CAMELIA BRAND® 基础款背包,是,8.8,https://cf.shopee.vn/file/51a3b51b54d390716922ff42e5838e1c,http://shopee.vn/product/233235070/4718651905,男包,背包,IVCN2026072312191,136717246867 ,https://detail.1688.com/offer/733270730771.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,,2026/9/18,4718651905,,,6,
Balo CAMELIA BRAND® 基础款背包,海军,8.8,https://cf.shopee.vn/file/ffd068faa1d7cb540c603436c716747d,http://shopee.vn/product/233235070/4718651905,男包,背包,IVCN2026072312191,60827686253 ,https://detail.1688.com/offer/733270730771.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,,2026/9/18,4718651905,,,6,
Balo CAMELIA BRAND® 基础款背包,粉色的,8.8,https://cf.shopee.vn/file/sg-11134201-22110-03pakdqg8gjvf0,http://shopee.vn/product/233235070/4718651905,男包,背包,IVCN2026072312191,49161397200 ,https://detail.1688.com/offer/733270730771.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,,2026/9/18,4718651905,,,6,
Mr.Bone 手工疯马皮男士复古短款钱包,1号,18.34,https://cf.shopee.com.my/file/my-11134207-7r98q-lskwd5l3l81j0e,http://shopee.com.my/product/280732999/4944643196,男包,钱包,IVCN2026072312200,60475878645 ,https://detail.1688.com/offer/659419961444.html?kj_agent_plugin=aliprice&fromkv=xytTrace:213d7cd717510100414317528e103e&token=GU7aspSnc1bwWanqVh5blLgxAGnIXhh6iAU939UhWkBF139zjlrR9j4Oz8BFucVE,,2026/9/18,4944643196,,,2,双折&三折钱包
